label	[a1,a2,a3,a4,a6]	ord_p(N) for p in [2,3,7]
9072.g1	[0,0,0,-1161,-16389]	4 4 1
9072.h1	[0,0,0,-6723,219186]	4 4 1
9072.i1	[0,0,0,317277,15813954]	4 4 1
9072.j1	[0,0,0,-3,194]	4 4 1
9072.k1	[0,0,0,-3603,-83246]	4 4 1
9072.l1	[0,0,0,-45,-117]	4 4 1
9072.l2	[0,0,0,135,-621]	4 4 1
9072.m1	[0,0,0,-405,3159]	4 4 1
9072.m2	[0,0,0,15,23]	4 4 1
9072.n1	[0,0,0,35253,-585702]	4 4 1
9072.o1	[0,0,0,-747,-8118]	4 4 1
9072.p1	[0,0,0,-32427,2247642]	4 4 1
9072.q1	[0,0,0,-27,-5238]	4 4 1
9072.r1	[0,0,0,81,-243]	4 4 1
9072.s1	[0,0,0,-1539,-25758]	4 4 1
9072.t1	[0,0,0,141,2098]	4 4 1
9072.u1	[0,0,0,-129,607]	4 4 1
9072.v1	[0,0,0,-10611,1090098]	4 4 1
9072.v2	[0,0,0,1149,-34942]	4 4 1
9072.w1	[0,0,0,-171,-1062]	4 4 1
9072.w2	[0,0,0,1269,9018]	4 4 1
9072.x1	[0,0,0,-3,5]	4 4 1
9408.a1	[0,-1,0,5,1]	6 1 2
9408.b1	[0,-1,0,-431265,106164801]	6 1 2
9408.b2	[0,-1,0,7775,5624641]	6 1 2
9408.c1	[0,-1,0,-18440,765066]	6 1 2
9408.c2	[0,-1,0,41095,4634841]	6 1 2
9408.d1	[0,-1,0,-45537,-3744159]	6 1 2
9408.d2	[0,-1,0,1503,-27999]	6 1 2
9408.e1	[0,-1,0,-14177,663489]	6 1 2
9408.f1	[0,-1,0,-1829,83133]	6 1 2
9408.g1	[0,-1,0,-43969,-3534047]	6 1 2
9408.g2	[0,-1,0,-2809,-51911]	6 1 2
9408.g3	[0,-1,0,-604,4978]	6 1 2
9408.g4	[0,-1,0,3071,-245951]	6 1 2
9408.h1	[0,-1,0,-75329,7982913]	6 1 2
9408.h2	[0,-1,0,-12609,-540735]	6 1 2
9408.h3	[0,-1,0,-4769,122529]	6 1 2
9408.h4	[0,-1,0,-849,-6831]	6 1 2
9408.h5	[0,-1,0,131,-755]	6 1 2
9408.h6	[0,-1,0,3071,478465]	6 1 2
9408.i1	[0,-1,0,25611,330093]	6 1 2
9408.j1	[0,-1,0,-49849,4299289]	6 1 2
9408.j2	[0,-1,0,-3544,48490]	6 1 2
9408.k1	[0,-1,0,-3649,-83705]	6 1 2
9408.k2	[0,-1,0,-9,15]	6 1 2
9408.l1	[0,-1,0,-8689,-285935]	6 1 2
9408.l2	[0,-1,0,-1829,25509]	6 1 2
9408.m1	[0,-1,0,-2458689,-1483076895]	6 1 2
9408.m2	[0,-1,0,-153729,-23115231]	6 1 2
9408.m3	[0,-1,0,-122369,16417185]	6 1 2
9408.m4	[0,-1,0,-106689,-37575327]	6 1 2
9408.m5	[0,-1,0,-12609,-112671]	6 1 2
9408.m6	[0,-1,0,3071,-15455]	6 1 2
9408.n1	[0,-1,0,-4214849,-3329185215]	6 1 2
9408.n2	[0,-1,0,-2866369,1850890945]	6 1 2
9408.n3	[0,-1,0,-326209,-25271231]	6 1 2
9408.n4	[0,-1,0,-263489,-51927231]	6 1 2
9408.n5	[0,-1,0,-12609,-1199295]	6 1 2
9408.n6	[0,-1,0,1210431,-196452927]	6 1 2
9408.o1	[0,-1,0,12479,45697]	6 1 2
9408.p1	[0,-1,0,159,-1791]	6 1 2
9408.q1	[0,-1,0,-442241,117590817]	6 1 2
9408.q2	[0,-1,0,-3201,-159711]	6 1 2
9408.r1	[0,-1,0,-358353,-82449135]	6 1 2
9408.r2	[0,-1,0,-22213,-1304939]	6 1 2
9408.r3	[0,-1,0,-5553,-49167]	6 1 2
9408.r4	[0,-1,0,1307,-6635]	6 1 2
9408.s1	[0,-1,0,-163,-755]	6 1 2
9408.t1	[0,-1,0,-1143,46089]	6 1 2
9408.u1	[0,-1,0,-25153,-1356095]	6 1 2
9408.u2	[0,-1,0,2287,-110319]	6 1 2
9408.v1	[0,-1,0,-513,-3807]	6 1 2
9408.v2	[0,-1,0,47,-335]	6 1 2
9408.w1	[0,-1,0,-408,-2862]	6 1 2
9408.w2	[0,-1,0,327,-12711]	6 1 2
9408.x1	[0,-1,0,-23,141]	6 1 2
9408.y1	[0,-1,0,-8003,-274959]	6 1 2
9408.z1	[0,-1,0,-9025,345409]	6 1 2
9408.z2	[0,-1,0,-65,-447]	6 1 2
9408.ba1	[0,-1,0,7775,-598751]	6 1 2
9408.bb1	[0,-1,0,611455,16896993]	6 1 2
9408.bc1	[0,-1,0,-29857,1993153]	6 1 2
9408.bc2	[0,-1,0,-2417,11985]	6 1 2
9408.bc3	[0,-1,0,-1437,-20355]	6 1 2
9408.bc4	[0,-1,0,9343,84897]	6 1 2
9408.bd1	[0,-1,0,-22017,1185633]	6 1 2
9408.bd2	[0,-1,0,-4377,-87975]	6 1 2
9408.bd3	[0,-1,0,-4132,-100862]	6 1 2
9408.bd4	[0,-1,0,9343,-540735]	6 1 2
9408.be1	[0,-1,0,-790337,-270174015]	6 1 2
9408.be2	[0,-1,0,-76897,1010017]	6 1 2
9408.be3	[0,-1,0,-49457,-4198095]	6 1 2
9408.be4	[0,-1,0,-1437,-135603]	6 1 2
9408.bf1	[0,-1,0,-177,-783]	6 1 2
9408.bf2	[0,-1,0,-37,85]	6 1 2
9408.bg1	[0,-1,0,-178817,-29068437]	6 1 2
9408.bg2	[0,-1,0,-457,4243]	6 1 2
9408.bh1	[0,-1,0,-1017,12825]	6 1 2
9408.bh2	[0,-1,0,-72,162]	6 1 2
9408.bi1	[0,-1,0,523,813]	6 1 2
9408.bj1	[0,-1,0,-6337,196225]	6 1 2
9408.bj2	[0,-1,0,-457,2185]	6 1 2
9408.bj3	[0,-1,0,-212,-1098]	6 1 2
9408.bj4	[0,-1,0,1503,14337]	6 1 2
9408.bk1	[0,-1,0,-37,253]	6 1 2
9408.bl1	[0,-1,0,-289,2017]	6 1 2
9408.bm1	[0,-1,0,-2231329,-1288709183]	6 1 2
9408.bm2	[0,-1,0,73631,-9456383]	6 1 2
9408.bn1	[0,-1,0,-7121,233073]	6 1 2
9408.bn2	[0,-1,0,-261,6693]	6 1 2
9408.bo1	[0,-1,0,-8801,312033]	6 1 2
9408.bo2	[0,-1,0,159,16353]	6 1 2
9408.bp1	[0,-1,0,229,813]	6 1 2
9408.bq1	[0,1,0,-18440,-765066]	6 1 2
9408.bq2	[0,1,0,41095,-4634841]	6 1 2
9408.br1	[0,1,0,-431265,-106164801]	6 1 2
9408.br2	[0,1,0,7775,-5624641]	6 1 2
9408.bs1	[0,1,0,5,-1]	6 1 2
9408.bt1	[0,1,0,-14177,-663489]	6 1 2
9408.bu1	[0,1,0,-45537,3744159]	6 1 2
9408.bu2	[0,1,0,1503,27999]	6 1 2
9408.bv1	[0,1,0,-2458689,1483076895]	6 1 2
9408.bv2	[0,1,0,-153729,23115231]	6 1 2
9408.bv3	[0,1,0,-122369,-16417185]	6 1 2
9408.bv4	[0,1,0,-106689,37575327]	6 1 2
9408.bv5	[0,1,0,-12609,112671]	6 1 2
9408.bv6	[0,1,0,3071,15455]	6 1 2
9408.bw1	[0,1,0,-4214849,3329185215]	6 1 2
9408.bw2	[0,1,0,-2866369,-1850890945]	6 1 2
9408.bw3	[0,1,0,-326209,25271231]	6 1 2
9408.bw4	[0,1,0,-263489,51927231]	6 1 2
9408.bw5	[0,1,0,-12609,1199295]	6 1 2
9408.bw6	[0,1,0,1210431,196452927]	6 1 2
9408.bx1	[0,1,0,25611,-330093]	6 1 2
9408.by1	[0,1,0,-49849,-4299289]	6 1 2
9408.by2	[0,1,0,-3544,-48490]	6 1 2
9408.bz1	[0,1,0,-3649,83705]	6 1 2
9408.bz2	[0,1,0,-9,-15]	6 1 2
9408.ca1	[0,1,0,-8689,285935]	6 1 2
9408.ca2	[0,1,0,-1829,-25509]	6 1 2
9408.cb1	[0,1,0,-43969,3534047]	6 1 2
9408.cb2	[0,1,0,-2809,51911]	6 1 2
9408.cb3	[0,1,0,-604,-4978]	6 1 2
9408.cb4	[0,1,0,3071,245951]	6 1 2
9408.cc1	[0,1,0,-75329,-7982913]	6 1 2
9408.cc2	[0,1,0,-12609,540735]	6 1 2
9408.cc3	[0,1,0,-4769,-122529]	6 1 2
9408.cc4	[0,1,0,-849,6831]	6 1 2
9408.cc5	[0,1,0,131,755]	6 1 2
9408.cc6	[0,1,0,3071,-478465]	6 1 2
9408.cd1	[0,1,0,-1829,-83133]	6 1 2
9408.ce1	[0,1,0,-442241,-117590817]	6 1 2
9408.ce2	[0,1,0,-3201,159711]	6 1 2
9408.cf1	[0,1,0,159,1791]	6 1 2
9408.cg1	[0,1,0,12479,-45697]	6 1 2
9408.ch1	[0,1,0,-408,2862]	6 1 2
9408.ch2	[0,1,0,327,12711]	6 1 2
9408.ci1	[0,1,0,-23,-141]	6 1 2
9408.cj1	[0,1,0,-8003,274959]	6 1 2
9408.ck1	[0,1,0,-25153,1356095]	6 1 2
9408.ck2	[0,1,0,2287,110319]	6 1 2
9408.cl1	[0,1,0,-513,3807]	6 1 2
9408.cl2	[0,1,0,47,335]	6 1 2
9408.cm1	[0,1,0,-163,755]	6 1 2
9408.cn1	[0,1,0,-1143,-46089]	6 1 2
9408.co1	[0,1,0,-358353,82449135]	6 1 2
9408.co2	[0,1,0,-22213,1304939]	6 1 2
9408.co3	[0,1,0,-5553,49167]	6 1 2
9408.co4	[0,1,0,1307,6635]	6 1 2
9408.cp1	[0,1,0,611455,-16896993]	6 1 2
9408.cq1	[0,1,0,7775,598751]	6 1 2
9408.cr1	[0,1,0,-9025,-345409]	6 1 2
9408.cr2	[0,1,0,-65,447]	6 1 2
9408.cs1	[0,1,0,-37,-253]	6 1 2
9408.ct1	[0,1,0,-6337,-196225]	6 1 2
9408.ct2	[0,1,0,-457,-2185]	6 1 2
9408.ct3	[0,1,0,-212,1098]	6 1 2
9408.ct4	[0,1,0,1503,-14337]	6 1 2
9408.cu1	[0,1,0,-177,783]	6 1 2
9408.cu2	[0,1,0,-37,-85]	6 1 2
9408.cv1	[0,1,0,-178817,29068437]	6 1 2
9408.cv2	[0,1,0,-457,-4243]	6 1 2
9408.cw1	[0,1,0,-1017,-12825]	6 1 2
9408.cw2	[0,1,0,-72,-162]	6 1 2
9408.cx1	[0,1,0,523,-813]	6 1 2
9408.cy1	[0,1,0,-29857,-1993153]	6 1 2
9408.cy2	[0,1,0,-2417,-11985]	6 1 2
9408.cy3	[0,1,0,-1437,20355]	6 1 2
9408.cy4	[0,1,0,9343,-84897]	6 1 2
9408.cz1	[0,1,0,-22017,-1185633]	6 1 2
9408.cz2	[0,1,0,-4377,87975]	6 1 2
9408.cz3	[0,1,0,-4132,100862]	6 1 2
9408.cz4	[0,1,0,9343,540735]	6 1 2
9408.da1	[0,1,0,-790337,270174015]	6 1 2
9408.da2	[0,1,0,-76897,-1010017]	6 1 2
9408.da3	[0,1,0,-49457,4198095]	6 1 2
9408.da4	[0,1,0,-1437,135603]	6 1 2
9408.db1	[0,1,0,-2231329,1288709183]	6 1 2
9408.db2	[0,1,0,73631,9456383]	6 1 2
9408.dc1	[0,1,0,-289,-2017]	6 1 2
9408.dd1	[0,1,0,229,-813]	6 1 2
9408.de1	[0,1,0,-8801,-312033]	6 1 2
9408.de2	[0,1,0,159,-16353]	6 1 2
9408.df1	[0,1,0,-7121,-233073]	6 1 2
9408.df2	[0,1,0,-261,-6693]	6 1 2
10368.a1	[0,0,0,6,4]	7 4 0
10368.b1	[0,0,0,216,-864]	7 4 0
10368.c1	[0,0,0,6,-4]	7 4 0
10368.d1	[0,0,0,216,864]	7 4 0
10368.e1	[0,0,0,-36,144]	7 4 0
10368.f1	[0,0,0,-81,-486]	7 4 0
10368.g1	[0,0,0,-36,-144]	7 4 0
10368.h1	[0,0,0,-81,486]	7 4 0
10368.i1	[0,0,0,-648,-7776]	7 4 0
10368.j1	[0,0,0,-18,36]	7 4 0
10368.k1	[0,0,0,-39528,-3024864]	7 4 0
10368.l1	[0,0,0,-1098,14004]	7 4 0
10368.m1	[0,0,0,-39528,3024864]	7 4 0
10368.n1	[0,0,0,-1098,-14004]	7 4 0
10368.o1	[0,0,0,-648,7776]	7 4 0
10368.p1	[0,0,0,-18,-36]	7 4 0
10368.q1	[0,0,0,-72,288]	7 4 0
10368.r1	[0,0,0,-162,-972]	7 4 0
10368.s1	[0,0,0,-4392,112032]	7 4 0
10368.t1	[0,0,0,-9882,-378108]	7 4 0
10368.u1	[0,0,0,-4392,-112032]	7 4 0
10368.v1	[0,0,0,-9882,378108]	7 4 0
10368.w1	[0,0,0,-72,-288]	7 4 0
10368.x1	[0,0,0,-162,972]	7 4 0
10368.y1	[0,0,0,-324,-3888]	7 4 0
10368.z1	[0,0,0,-9,18]	7 4 0
10368.ba1	[0,0,0,-324,3888]	7 4 0
10368.bb1	[0,0,0,-9,-18]	7 4 0
10368.bc1	[0,0,0,54,-108]	7 4 0
10368.bd1	[0,0,0,24,32]	7 4 0
10368.be1	[0,0,0,54,108]	7 4 0
10368.bf1	[0,0,0,24,-32]	7 4 0
10584.a1	[0,0,0,-42,105]	3 3 2
10584.b1	[0,0,0,-18522,972405]	3 3 2
10584.c1	[0,0,0,-5292,185220]	3 3 2
10584.d1	[0,0,0,-147,-10290]	3 3 2
10584.e1	[0,0,0,-84,196]	3 3 2
10584.f1	[0,0,0,-37044,1815156]	3 3 2
10584.g1	[0,0,0,189,1134]	3 3 2
10584.h1	[0,0,0,1029,-24010]	3 3 2
10584.i1	[0,0,0,-2139291,1204356006]	3 3 2
10584.j1	[0,0,0,-4116,-105644]	3 3 2
10584.k1	[0,0,0,-756,-8316]	3 3 2
10584.l1	[0,0,0,-4851,130046]	3 3 2
10584.m1	[0,0,0,189,-1890]	3 3 2
10584.n1	[0,0,0,1029,14406]	3 3 2
10584.o1	[0,0,0,-1323,-314874]	3 3 2
10584.p1	[0,0,0,-588,4116]	3 3 2
10584.q1	[0,0,0,-6468,91924]	3 3 2
10584.r1	[0,0,0,4557,335454]	3 3 2
10584.s1	[0,0,0,-1323,19894]	3 3 2
10584.t1	[0,0,0,-1976268,1053562916]	3 3 2
10584.u1	[0,0,0,-17786412,-28446198732]	3 3 2
10584.v1	[0,0,0,-11907,-537138]	3 3 2
10584.w1	[0,0,0,41013,-9057258]	3 3 2
10584.x1	[0,0,0,-58212,-2481948]	3 3 2
10584.y1	[0,0,0,-5292,-111132]	3 3 2
10584.z1	[0,0,0,-147,11662]	3 3 2
10584.ba1	[0,0,0,9261,-388962]	3 3 2
10584.bb1	[0,0,0,21,70]	3 3 2
10584.bc1	[0,0,0,-237699,-44605778]	3 3 2
10584.bd1	[0,0,0,-37044,2852388]	3 3 2
10584.be1	[0,0,0,-84,308]	3 3 2
10584.bf1	[0,0,0,-43659,-3511242]	3 3 2
10584.bg1	[0,0,0,9261,648270]	3 3 2
10584.bh1	[0,0,0,21,-42]	3 3 2
10584.bi1	[0,0,0,-4116,-67228]	3 3 2
10584.bj1	[0,0,0,-756,-5292]	3 3 2
10584.bk1	[0,0,0,-588,-6860]	3 3 2
10584.bl1	[0,0,0,-1323,277830]	3 3 2
10584.bm1	[0,0,0,-2058,-36015]	3 3 2
10584.bn1	[0,0,0,-378,-2835]	3 3 2
11907.a1	[0,0,1,-194481,-33013150]	0 5 2
11907.b1	[0,0,1,3969,326450]	0 5 2
11907.c1	[0,0,1,-3969,96248]	0 5 2
11907.d1	[0,0,1,-1323,-19294]	0 5 2
11907.e1	[1,-1,1,5209,16930]	0 5 2
11907.f1	[1,-1,1,-83,760]	0 5 2
11907.g1	[1,-1,1,-185303,-30774572]	0 5 2
11907.h1	[1,-1,1,106,-80]	0 5 2
11907.i1	[1,-1,1,-524,-4532]	0 5 2
11907.j1	[0,0,1,0,-145861]	0 5 2
11907.j2	[0,0,1,0,5402]	0 5 2
11907.k1	[0,0,1,0,-37816]	0 5 2
11907.k2	[0,0,1,0,1021025]	0 5 2
11907.l1	[0,0,1,0,-142]	0 5 2
11907.l2	[0,0,1,0,5]	0 5 2
11907.m1	[0,0,1,0,-772]	0 5 2
11907.m2	[0,0,1,0,20837]	0 5 2
11907.n1	[0,0,1,0,-340342]	0 5 2
11907.n2	[0,0,1,0,12605]	0 5 2
11907.o1	[0,0,1,0,-37]	0 5 2
11907.o2	[0,0,1,0,992]	0 5 2
11907.p1	[0,0,1,0,-1801]	0 5 2
11907.p2	[0,0,1,0,48620]	0 5 2
11907.q1	[0,0,1,0,-2977]	0 5 2
11907.q2	[0,0,1,0,110]	0 5 2
11907.r1	[0,0,1,0,-16]	0 5 2
11907.r2	[0,0,1,0,425]	0 5 2
11907.s1	[0,0,1,0,-6946]	0 5 2
11907.s2	[0,0,1,0,257]	0 5 2
11907.t1	[1,-1,0,-4713,127070]	0 5 2
11907.u1	[1,-1,0,12,-1]	0 5 2
11907.v1	[1,-1,0,-20589,1146662]	0 5 2
11907.w1	[1,-1,0,-744,-19783]	0 5 2
11907.x1	[1,-1,0,579,-820]	0 5 2
11907.y1	[0,0,1,-11907,520931]	0 5 2
11907.z1	[0,0,1,-441,-3565]	0 5 2
11907.ba1	[0,0,1,441,-12091]	0 5 2
11907.bb1	[0,0,1,-21609,1222709]	0 5 2
12096.a1	[0,0,0,-12,240]	6 3 1
12096.b1	[0,0,0,253908,20193840]	6 3 1
12096.c1	[0,0,0,253908,-20193840]	6 3 1
12096.d1	[0,0,0,-12,-240]	6 3 1
12096.e1	[0,0,0,-81324,8926416]	6 3 1
12096.e2	[0,0,0,-684,20176]	6 3 1
12096.e3	[0,0,0,6036,-487856]	6 3 1
12096.f1	[0,0,0,-54,-54]	6 3 1
12096.g1	[0,0,0,-1179,15584]	6 3 1
12096.h1	[0,0,0,-9504,353376]	6 3 1
12096.h2	[0,0,0,-864,-9504]	6 3 1
12096.i1	[0,0,0,-444,-4016]	6 3 1
12096.i2	[0,0,0,36,16]	6 3 1
12096.j1	[0,0,0,-1704,-27074]	6 3 1
12096.j2	[0,0,0,-864,9774]	6 3 1
12096.j3	[0,0,0,-24,-26]	6 3 1
12096.k1	[0,0,0,-1704,27074]	6 3 1
12096.k2	[0,0,0,-864,-9774]	6 3 1
12096.k3	[0,0,0,-24,26]	6 3 1
12096.l1	[0,0,0,-444,4016]	6 3 1
12096.l2	[0,0,0,36,-16]	6 3 1
12096.m1	[0,0,0,-9504,-353376]	6 3 1
12096.m2	[0,0,0,-864,9504]	6 3 1
12096.n1	[0,0,0,-1179,-15584]	6 3 1
12096.o1	[0,0,0,-54,54]	6 3 1
12096.p1	[0,0,0,-81324,-8926416]	6 3 1
12096.p2	[0,0,0,-684,-20176]	6 3 1
12096.p3	[0,0,0,6036,487856]	6 3 1
12096.q1	[0,0,0,-161328,-24572896]	6 3 1
12096.r1	[0,0,0,-108,-54864]	6 3 1
12096.s1	[0,0,0,-108,-54]	6 3 1
12096.t1	[0,0,0,-3,16]	6 3 1
12096.u1	[0,0,0,-10638,421794]	6 3 1
12096.v1	[0,0,0,-1728,26784]	6 3 1
12096.w1	[0,0,0,372,-7824]	6 3 1
12096.x1	[0,0,0,-528,2144]	6 3 1
12096.y1	[0,0,0,-138,-614]	6 3 1
12096.z1	[0,0,0,-48,-96]	6 3 1
12096.ba1	[0,0,0,-108,464]	6 3 1
12096.bb1	[0,0,0,-108,-464]	6 3 1
12096.bc1	[0,0,0,-138,614]	6 3 1
12096.bd1	[0,0,0,-48,96]	6 3 1
12096.be1	[0,0,0,-528,-2144]	6 3 1
12096.bf1	[0,0,0,372,7824]	6 3 1
12096.bg1	[0,0,0,-10638,-421794]	6 3 1
12096.bh1	[0,0,0,-1728,-26784]	6 3 1
12096.bi1	[0,0,0,-3,-16]	6 3 1
12096.bj1	[0,0,0,-108,54]	6 3 1
12096.bk1	[0,0,0,-108,54864]	6 3 1
12096.bl1	[0,0,0,-161328,24572896]	6 3 1
12096.bm1	[0,0,0,-2700,-54864]	6 3 1
12096.bn1	[0,0,0,-67980,-6822128]	6 3 1
12096.bn2	[0,0,0,-780,-10736]	6 3 1
12096.bn3	[0,0,0,5940,108432]	6 3 1
12096.bo1	[0,0,0,-611820,184197456]	6 3 1
12096.bo2	[0,0,0,-7020,289872]	6 3 1
12096.bo3	[0,0,0,660,-4016]	6 3 1
12096.bp1	[0,0,0,-300,2032]	6 3 1
12096.bq1	[0,0,0,-300,-2032]	6 3 1
12096.br1	[0,0,0,-67980,6822128]	6 3 1
12096.br2	[0,0,0,-780,10736]	6 3 1
12096.br3	[0,0,0,5940,-108432]	6 3 1
12096.bs1	[0,0,0,-611820,-184197456]	6 3 1
12096.bs2	[0,0,0,-7020,-289872]	6 3 1
12096.bs3	[0,0,0,660,4016]	6 3 1
12096.bt1	[0,0,0,-2700,54864]	6 3 1
12096.bu1	[0,0,0,-972,-12528]	6 3 1
12096.bv1	[0,0,0,-1242,16578]	6 3 1
12096.bw1	[0,0,0,-432,2592]	6 3 1
12096.bx1	[0,0,0,-4752,-57888]	6 3 1
12096.by1	[0,0,0,3348,211248]	6 3 1
12096.bz1	[0,0,0,-192,-992]	6 3 1
12096.ca1	[0,0,0,-1182,-15622]	6 3 1
12096.cb1	[0,0,0,-27,-432]	6 3 1
12096.cc1	[0,0,0,-12,2]	6 3 1
12096.cd1	[0,0,0,-12,2032]	6 3 1
12096.ce1	[0,0,0,-1451952,663468192]	6 3 1
12096.cf1	[0,0,0,-1451952,-663468192]	6 3 1
12096.cg1	[0,0,0,-12,-2032]	6 3 1
12096.ch1	[0,0,0,-12,-2]	6 3 1
12096.ci1	[0,0,0,-27,432]	6 3 1
12096.cj1	[0,0,0,-192,992]	6 3 1
12096.ck1	[0,0,0,-1182,15622]	6 3 1
12096.cl1	[0,0,0,3348,-211248]	6 3 1
12096.cm1	[0,0,0,-4752,57888]	6 3 1
12096.cn1	[0,0,0,-1242,-16578]	6 3 1
12096.co1	[0,0,0,-432,-2592]	6 3 1
12096.cp1	[0,0,0,-972,12528]	6 3 1
12096.cq1	[0,0,0,-15336,730998]	6 3 1
12096.cq2	[0,0,0,-216,702]	6 3 1
12096.cq3	[0,0,0,-96,-362]	6 3 1
12096.cr1	[0,0,0,-3996,108432]	6 3 1
12096.cr2	[0,0,0,324,-432]	6 3 1
12096.cs1	[0,0,0,-1056,-13088]	6 3 1
12096.cs2	[0,0,0,-96,352]	6 3 1
12096.ct1	[0,0,0,-10611,-420768]	6 3 1
12096.cu1	[0,0,0,-6,2]	6 3 1
12096.cv1	[0,0,0,-9036,-330608]	6 3 1
12096.cv2	[0,0,0,-6156,-544752]	6 3 1
12096.cv3	[0,0,0,54324,13172112]	6 3 1
12096.cw1	[0,0,0,-9036,330608]	6 3 1
12096.cw2	[0,0,0,-6156,544752]	6 3 1
12096.cw3	[0,0,0,54324,-13172112]	6 3 1
12096.cx1	[0,0,0,-6,-2]	6 3 1
12096.cy1	[0,0,0,-10611,420768]	6 3 1
12096.cz1	[0,0,0,-1056,13088]	6 3 1
12096.cz2	[0,0,0,-96,-352]	6 3 1
12096.da1	[0,0,0,-3996,-108432]	6 3 1
12096.da2	[0,0,0,324,432]	6 3 1
12096.db1	[0,0,0,-15336,-730998]	6 3 1
12096.db2	[0,0,0,-216,-702]	6 3 1
12096.db3	[0,0,0,-96,362]	6 3 1
12096.dc1	[0,0,0,28212,-747920]	6 3 1
12096.dd1	[0,0,0,-108,-6480]	6 3 1
12096.de1	[0,0,0,-108,6480]	6 3 1
12096.df1	[0,0,0,28212,747920]	6 3 1
12544.a1	[0,1,0,-6925,-168981]	8 0 2
12544.a2	[0,1,0,-6435,-200831]	8 0 2
12544.b1	[0,1,0,-3789,88171]	8 0 2
12544.b2	[0,1,0,-359,-323]	8 0 2
12544.c1	[0,1,0,-653,-5909]	8 0 2
12544.c2	[0,1,0,-163,657]	8 0 2
12544.d1	[0,1,0,-1437,1147]	8 0 2
12544.d2	[0,1,0,-947,-11495]	8 0 2
12544.e1	[0,1,0,-25741,1580907]	8 0 2
12544.e2	[0,1,0,-1731,20257]	8 0 2
12544.f1	[0,0,0,-392,0]	8 0 2
12544.f2	[0,0,0,98,0]	8 0 2
12544.g1	[0,0,0,-56,0]	8 0 2
12544.g2	[0,0,0,14,0]	8 0 2
12544.h1	[0,0,0,-686,0]	8 0 2
12544.h2	[0,0,0,2744,0]	8 0 2
12544.i1	[0,0,0,-14,0]	8 0 2
12544.i2	[0,0,0,56,0]	8 0 2
12544.j1	[0,0,0,-2744,0]	8 0 2
12544.j2	[0,0,0,686,0]	8 0 2
12544.k1	[0,0,0,-98,0]	8 0 2
12544.k2	[0,0,0,392,0]	8 0 2
12544.l1	[0,-1,0,-6925,168981]	8 0 2
12544.l2	[0,-1,0,-6435,200831]	8 0 2
12544.m1	[0,-1,0,-3789,-88171]	8 0 2
12544.m2	[0,-1,0,-359,323]	8 0 2
12544.n1	[0,-1,0,-653,5909]	8 0 2
12544.n2	[0,-1,0,-163,-657]	8 0 2
12544.o1	[0,-1,0,-1437,-1147]	8 0 2
12544.o2	[0,-1,0,-947,11495]	8 0 2
12544.p1	[0,-1,0,-25741,-1580907]	8 0 2
12544.p2	[0,-1,0,-1731,-20257]	8 0 2
13608.a1	[0,0,0,324,324]	3 5 1
13608.b1	[0,0,0,-13851,616086]	3 5 1
13608.c1	[0,0,0,-243,-5346]	3 5 1
13608.d1	[0,0,0,-1683,26574]	3 5 1
13608.e1	[0,0,0,-27,198]	3 5 1
13608.f1	[0,0,0,-15147,-717498]	3 5 1
13608.g1	[0,0,0,-1539,-22818]	3 5 1
13608.h1	[0,0,0,36,-12]	3 5 1
14112.a1	[0,0,0,168,-560]	5 2 2
14112.b1	[0,0,0,-663852,-163926560]	5 2 2
14112.b2	[0,0,0,92463,-15688820]	5 2 2
14112.c1	[0,0,0,-252,0]	5 2 2
14112.c2	[0,0,0,63,0]	5 2 2
14112.d1	[0,0,0,-5292,0]	5 2 2
14112.d2	[0,0,0,1323,0]	5 2 2
14112.e1	[0,0,0,-663852,163926560]	5 2 2
14112.e2	[0,0,0,92463,15688820]	5 2 2
14112.f1	[0,0,0,168,560]	5 2 2
14112.g1	[0,0,0,21,14]	5 2 2
14112.h1	[0,0,0,9261,-129654]	5 2 2
14112.i1	[0,0,0,-31899,2223326]	5 2 2
14112.j1	[0,0,0,-31899,-2223326]	5 2 2
14112.k1	[0,0,0,21,-14]	5 2 2
14112.l1	[0,0,0,9261,129654]	5 2 2
14112.m1	[0,0,0,-98931,11976874]	5 2 2
14112.m2	[0,0,0,-21756,-1031744]	5 2 2
14112.m3	[0,0,0,-6321,178360]	5 2 2
14112.m4	[0,0,0,6909,826630]	5 2 2
14112.n1	[0,0,0,-651,-6370]	5 2 2
14112.n2	[0,0,0,-21,-196]	5 2 2
14112.o1	[0,0,0,-127596,-10218656]	5 2 2
14112.o2	[0,0,0,-112161,-14454020]	5 2 2
14112.p1	[0,0,0,-4851,-129654]	5 2 2
14112.p2	[0,0,0,-4851,129654]	5 2 2
14112.p3	[0,0,0,-441,0]	5 2 2
14112.p4	[0,0,0,1764,0]	5 2 2
14112.q1	[0,0,0,-9261,0]	5 2 2
14112.q2	[0,0,0,37044,0]	5 2 2
14112.r1	[0,0,0,-21,0]	5 2 2
14112.r2	[0,0,0,84,0]	5 2 2
14112.s1	[0,0,0,-127596,10218656]	5 2 2
14112.s2	[0,0,0,-112161,14454020]	5 2 2
14112.t1	[0,0,0,-98931,-11976874]	5 2 2
14112.t2	[0,0,0,-21756,1031744]	5 2 2
14112.t3	[0,0,0,-6321,-178360]	5 2 2
14112.t4	[0,0,0,6909,-826630]	5 2 2
