label	[a1,a2,a3,a4,a6]	ord_p(N) for p in [2,3,11]
21384.a1	[0,0,0,18,-15]	3 5 1
21384.b1	[0,0,0,-27,-45]	3 5 1
21384.c1	[0,0,0,-214812,-38321100]	3 5 1
21384.d1	[0,0,0,-33291,-2337741]	3 5 1
21384.e1	[0,0,0,-36,-156]	3 5 1
21384.f1	[0,0,0,-243,-9234]	3 5 1
21384.g1	[0,0,0,-2316843,-1357287354]	3 5 1
21384.h1	[0,0,0,-135,603]	3 5 1
21384.i1	[0,0,0,-1215,-16281]	3 5 1
21384.j1	[0,0,0,-1215,-16686]	3 5 1
21384.k1	[0,0,0,-135,618]	3 5 1
21384.l1	[0,0,0,-27,342]	3 5 1
21384.m1	[0,0,0,-257427,50269902]	3 5 1
21384.n1	[0,0,0,-3699,86583]	3 5 1
21384.o1	[0,0,0,-324,4212]	3 5 1
21384.p1	[0,0,0,162,405]	3 5 1
21384.q1	[0,0,0,-243,1215]	3 5 1
21384.r1	[0,0,0,-23868,1419300]	3 5 1
23232.a1	[0,-1,0,1775,4831]	6 1 2
23232.b1	[0,-1,0,15,-9]	6 1 2
23232.c1	[0,-1,0,-3879905,2942866401]	6 1 2
23232.c2	[0,-1,0,-3860545,2973668161]	6 1 2
23232.d1	[0,-1,0,1368,-81486]	6 1 2
23232.e1	[0,-1,0,-21336817,37942329361]	6 1 2
23232.e2	[0,-1,0,-253777,56106481]	6 1 2
23232.f1	[0,-1,0,-176337,-28442511]	6 1 2
23232.f2	[0,-1,0,-2097,-41391]	6 1 2
23232.g1	[0,-1,0,165488,107795866]	6 1 2
23232.h1	[0,-1,0,-2726049,-1731493311]	6 1 2
23232.h2	[0,-1,0,-170529,-26961471]	6 1 2
23232.h3	[0,-1,0,-93089,-51633855]	6 1 2
23232.h4	[0,-1,0,-15649,18625]	6 1 2
23232.i1	[0,-1,0,-151798049,-719808335871]	6 1 2
23232.i2	[0,-1,0,-9487529,-11244256791]	6 1 2
23232.i3	[0,-1,0,-8901889,-12693481535]	6 1 2
23232.i4	[0,-1,0,-629724,-152513370]	6 1 2
23232.j1	[0,-1,0,-689,7185]	6 1 2
23232.j2	[0,-1,0,-29,189]	6 1 2
23232.k1	[0,-1,0,9761,2871805]	6 1 2
23232.l1	[0,-1,0,-228609,42142113]	6 1 2
23232.l2	[0,-1,0,-15649,529729]	6 1 2
23232.l3	[0,-1,0,-5969,-169167]	6 1 2
23232.l4	[0,-1,0,42431,3491809]	6 1 2
23232.m1	[0,-1,0,81,-2187]	6 1 2
23232.n1	[0,-1,0,-5969,86385]	6 1 2
23232.n2	[0,-1,0,1291,9429]	6 1 2
23232.o1	[0,-1,0,-83409,-9229647]	6 1 2
23232.o2	[0,-1,0,-3549,-237411]	6 1 2
23232.p1	[0,-1,0,-625489,190608145]	6 1 2
23232.p2	[0,-1,0,-37429,3252229]	6 1 2
23232.q1	[0,-1,0,-15649,-748031]	6 1 2
23232.q2	[0,-1,0,-1129,-7511]	6 1 2
23232.q3	[0,-1,0,-524,4710]	6 1 2
23232.q4	[0,-1,0,3711,-58815]	6 1 2
23232.r1	[0,-1,0,-513,4545]	6 1 2
23232.r2	[0,-1,0,-73,-119]	6 1 2
23232.s1	[0,-1,0,-623553,189003201]	6 1 2
23232.s2	[0,-1,0,-313793,376531905]	6 1 2
23232.s3	[0,-1,0,-42753,-3195135]	6 1 2
23232.s4	[0,-1,0,34687,-13556607]	6 1 2
23232.t1	[0,-1,0,-4033,-27839]	6 1 2
23232.t2	[0,-1,0,15327,-233055]	6 1 2
23232.u1	[0,-1,0,-47593,4011625]	6 1 2
23232.u2	[0,-1,0,-42753,4854753]	6 1 2
23232.v1	[0,-1,0,-35493,-2920707]	6 1 2
23232.w1	[0,-1,0,-3682433,-2717122527]	6 1 2
23232.w2	[0,-1,0,-275073,-24626655]	6 1 2
23232.x1	[0,-1,0,-30433,2052481]	6 1 2
23232.x2	[0,-1,0,-2273,19329]	6 1 2
23232.y1	[0,-1,0,-293,2301]	6 1 2
23232.z1	[0,-1,0,-62113,-5800991]	6 1 2
23232.z2	[0,-1,0,-8873,193833]	6 1 2
23232.ba1	[0,-1,0,-865,11233]	6 1 2
23232.bb1	[0,-1,0,1386015,954009729]	6 1 2
23232.bc1	[0,-1,0,-4880,133938]	6 1 2
23232.bd1	[0,-1,0,1775,268369]	6 1 2
23232.be1	[0,-1,0,895,3489]	6 1 2
23232.bf1	[0,-1,0,108255,-5076927]	6 1 2
23232.bg1	[0,-1,0,15,-207]	6 1 2
23232.bh1	[0,-1,0,-40,-86]	6 1 2
23232.bi1	[0,-1,0,11455,-720927]	6 1 2
23232.bj1	[0,-1,0,-104705,-14532351]	6 1 2
23232.bk1	[0,-1,0,-340897,-76495967]	6 1 2
23232.bk2	[0,-1,0,-50497,2713537]	6 1 2
23232.bk3	[0,-1,0,-21457,-1172015]	6 1 2
23232.bk4	[0,-1,0,323,-61235]	6 1 2
23232.bl1	[0,-1,0,-887,-13803]	6 1 2
23232.bm1	[0,-1,0,-337,-1967]	6 1 2
23232.bm2	[0,-1,0,543,-11295]	6 1 2
23232.bn1	[0,-1,0,-69857,6411297]	6 1 2
23232.bn2	[0,-1,0,-16617,-712215]	6 1 2
23232.bn3	[0,-1,0,-16012,-774530]	6 1 2
23232.bn4	[0,-1,0,26943,-3857247]	6 1 2
23232.bo1	[0,-1,0,-186017,-30817983]	6 1 2
23232.bo2	[0,-1,0,-31137,2124993]	6 1 2
23232.bo3	[0,-1,0,-11777,-465375]	6 1 2
23232.bo4	[0,-1,0,-2097,28305]	6 1 2
23232.bo5	[0,-1,0,323,2653]	6 1 2
23232.bo6	[0,-1,0,7583,-1863167]	6 1 2
23232.bp1	[0,-1,0,-3912,-88218]	6 1 2
23232.bp2	[0,-1,0,2743,-363735]	6 1 2
23232.bq1	[0,-1,0,-40817,2781297]	6 1 2
23232.bq2	[0,-1,0,65663,14770945]	6 1 2
23232.br1	[0,-1,0,-7,13]	6 1 2
23232.bs1	[0,-1,0,-1134657,465127137]	6 1 2
23232.bs2	[0,-1,0,-89217,3251745]	6 1 2
23232.bs3	[0,-1,0,-50497,-4314143]	6 1 2
23232.bs4	[0,-1,0,336703,24973665]	6 1 2
23232.bt1	[0,-1,0,-99381,12092973]	6 1 2
23232.bu1	[0,-1,0,-5441,-2847]	6 1 2
23232.bu2	[0,-1,0,-3681,86913]	6 1 2
23232.bv1	[0,-1,0,-5001,135753]	6 1 2
23232.bv2	[0,-1,0,-161,382593]	6 1 2
23232.bw1	[0,-1,0,-77943521,264887058273]	6 1 2
23232.bw2	[0,-1,0,-77866081,265439592673]	6 1 2
23232.bw3	[0,-1,0,-348641,-57639327]	6 1 2
23232.bw4	[0,-1,0,890399,-376072607]	6 1 2
23232.bx1	[0,-1,0,-658401,6422913]	6 1 2
23232.bx2	[0,-1,0,-445441,-113899487]	6 1 2
23232.by1	[0,-1,0,-821,-8787]	6 1 2
23232.bz1	[0,1,0,-3879905,-2942866401]	6 1 2
23232.bz2	[0,1,0,-3860545,-2973668161]	6 1 2
23232.ca1	[0,1,0,15,9]	6 1 2
23232.cb1	[0,1,0,1775,-4831]	6 1 2
23232.cc1	[0,1,0,-176337,28442511]	6 1 2
23232.cc2	[0,1,0,-2097,41391]	6 1 2
23232.cd1	[0,1,0,165488,-107795866]	6 1 2
23232.ce1	[0,1,0,1368,81486]	6 1 2
23232.cf1	[0,1,0,-21336817,-37942329361]	6 1 2
23232.cf2	[0,1,0,-253777,-56106481]	6 1 2
23232.cg1	[0,1,0,-15649,748031]	6 1 2
23232.cg2	[0,1,0,-1129,7511]	6 1 2
23232.cg3	[0,1,0,-524,-4710]	6 1 2
23232.cg4	[0,1,0,3711,58815]	6 1 2
23232.ch1	[0,1,0,-5969,-86385]	6 1 2
23232.ch2	[0,1,0,1291,-9429]	6 1 2
23232.ci1	[0,1,0,-83409,9229647]	6 1 2
23232.ci2	[0,1,0,-3549,237411]	6 1 2
23232.cj1	[0,1,0,-625489,-190608145]	6 1 2
23232.cj2	[0,1,0,-37429,-3252229]	6 1 2
23232.ck1	[0,1,0,81,2187]	6 1 2
23232.cl1	[0,1,0,-228609,-42142113]	6 1 2
23232.cl2	[0,1,0,-15649,-529729]	6 1 2
23232.cl3	[0,1,0,-5969,169167]	6 1 2
23232.cl4	[0,1,0,42431,-3491809]	6 1 2
23232.cm1	[0,1,0,9761,-2871805]	6 1 2
23232.cn1	[0,1,0,-689,-7185]	6 1 2
23232.cn2	[0,1,0,-29,-189]	6 1 2
23232.co1	[0,1,0,-2726049,1731493311]	6 1 2
23232.co2	[0,1,0,-170529,26961471]	6 1 2
23232.co3	[0,1,0,-93089,51633855]	6 1 2
23232.co4	[0,1,0,-15649,-18625]	6 1 2
23232.cp1	[0,1,0,-151798049,719808335871]	6 1 2
23232.cp2	[0,1,0,-9487529,11244256791]	6 1 2
23232.cp3	[0,1,0,-8901889,12693481535]	6 1 2
23232.cp4	[0,1,0,-629724,152513370]	6 1 2
23232.cq1	[0,1,0,-62113,5800991]	6 1 2
23232.cq2	[0,1,0,-8873,-193833]	6 1 2
23232.cr1	[0,1,0,-293,-2301]	6 1 2
23232.cs1	[0,1,0,-3682433,2717122527]	6 1 2
23232.cs2	[0,1,0,-275073,24626655]	6 1 2
23232.ct1	[0,1,0,-30433,-2052481]	6 1 2
23232.ct2	[0,1,0,-2273,-19329]	6 1 2
23232.cu1	[0,1,0,-35493,2920707]	6 1 2
23232.cv1	[0,1,0,-623553,-189003201]	6 1 2
23232.cv2	[0,1,0,-313793,-376531905]	6 1 2
23232.cv3	[0,1,0,-42753,3195135]	6 1 2
23232.cv4	[0,1,0,34687,13556607]	6 1 2
23232.cw1	[0,1,0,-4033,27839]	6 1 2
23232.cw2	[0,1,0,15327,233055]	6 1 2
23232.cx1	[0,1,0,-47593,-4011625]	6 1 2
23232.cx2	[0,1,0,-42753,-4854753]	6 1 2
23232.cy1	[0,1,0,-513,-4545]	6 1 2
23232.cy2	[0,1,0,-73,119]	6 1 2
23232.cz1	[0,1,0,11455,720927]	6 1 2
23232.da1	[0,1,0,-104705,14532351]	6 1 2
23232.db1	[0,1,0,15,207]	6 1 2
23232.dc1	[0,1,0,-40,86]	6 1 2
23232.dd1	[0,1,0,895,-3489]	6 1 2
23232.de1	[0,1,0,108255,5076927]	6 1 2
23232.df1	[0,1,0,-4880,-133938]	6 1 2
23232.dg1	[0,1,0,1775,-268369]	6 1 2
23232.dh1	[0,1,0,-865,-11233]	6 1 2
23232.di1	[0,1,0,1386015,-954009729]	6 1 2
23232.dj1	[0,1,0,-1134657,-465127137]	6 1 2
23232.dj2	[0,1,0,-89217,-3251745]	6 1 2
23232.dj3	[0,1,0,-50497,4314143]	6 1 2
23232.dj4	[0,1,0,336703,-24973665]	6 1 2
23232.dk1	[0,1,0,-7,-13]	6 1 2
23232.dl1	[0,1,0,-3912,88218]	6 1 2
23232.dl2	[0,1,0,2743,363735]	6 1 2
23232.dm1	[0,1,0,-40817,-2781297]	6 1 2
23232.dm2	[0,1,0,65663,-14770945]	6 1 2
23232.dn1	[0,1,0,-69857,-6411297]	6 1 2
23232.dn2	[0,1,0,-16617,712215]	6 1 2
23232.dn3	[0,1,0,-16012,774530]	6 1 2
23232.dn4	[0,1,0,26943,3857247]	6 1 2
23232.do1	[0,1,0,-186017,30817983]	6 1 2
23232.do2	[0,1,0,-31137,-2124993]	6 1 2
23232.do3	[0,1,0,-11777,465375]	6 1 2
23232.do4	[0,1,0,-2097,-28305]	6 1 2
23232.do5	[0,1,0,323,-2653]	6 1 2
23232.do6	[0,1,0,7583,1863167]	6 1 2
23232.dp1	[0,1,0,-337,1967]	6 1 2
23232.dp2	[0,1,0,543,11295]	6 1 2
23232.dq1	[0,1,0,-887,13803]	6 1 2
23232.dr1	[0,1,0,-340897,76495967]	6 1 2
23232.dr2	[0,1,0,-50497,-2713537]	6 1 2
23232.dr3	[0,1,0,-21457,1172015]	6 1 2
23232.dr4	[0,1,0,323,61235]	6 1 2
23232.ds1	[0,1,0,-821,8787]	6 1 2
23232.dt1	[0,1,0,-658401,-6422913]	6 1 2
23232.dt2	[0,1,0,-445441,113899487]	6 1 2
23232.du1	[0,1,0,-5001,-135753]	6 1 2
23232.du2	[0,1,0,-161,-382593]	6 1 2
23232.dv1	[0,1,0,-77943521,-264887058273]	6 1 2
23232.dv2	[0,1,0,-77866081,-265439592673]	6 1 2
23232.dv3	[0,1,0,-348641,57639327]	6 1 2
23232.dv4	[0,1,0,890399,376072607]	6 1 2
23232.dw1	[0,1,0,-5441,2847]	6 1 2
23232.dw2	[0,1,0,-3681,-86913]	6 1 2
23232.dx1	[0,1,0,-99381,-12092973]	6 1 2
25344.a1	[0,0,0,-125832,-17166400]	8 2 1
25344.a2	[0,0,0,-6042,-395800]	8 2 1
25344.b1	[0,0,0,-940872,351272320]	8 2 1
25344.b2	[0,0,0,-58782,5493040]	8 2 1
25344.c1	[0,0,0,-940872,-351272320]	8 2 1
25344.c2	[0,0,0,-58782,-5493040]	8 2 1
25344.d1	[0,0,0,-125832,17166400]	8 2 1
25344.d2	[0,0,0,-6042,395800]	8 2 1
25344.e1	[0,0,0,-786,-8480]	8 2 1
25344.e2	[0,0,0,-696,-10496]	8 2 1
25344.f1	[0,0,0,-246,1456]	8 2 1
25344.f2	[0,0,0,24,4480]	8 2 1
25344.g1	[0,0,0,-246,-1456]	8 2 1
25344.g2	[0,0,0,24,-4480]	8 2 1
25344.h1	[0,0,0,-786,8480]	8 2 1
25344.h2	[0,0,0,-696,10496]	8 2 1
25344.i1	[0,0,0,-210,-776]	8 2 1
25344.i2	[0,0,0,600,-5312]	8 2 1
25344.j1	[0,0,0,-840,-6208]	8 2 1
25344.j2	[0,0,0,150,-664]	8 2 1
25344.k1	[0,0,0,-2370,44408]	8 2 1
25344.k2	[0,0,0,-2280,47936]	8 2 1
25344.l1	[0,0,0,-9480,-355264]	8 2 1
25344.l2	[0,0,0,-570,-5992]	8 2 1
25344.m1	[0,0,0,-2370,-44408]	8 2 1
25344.m2	[0,0,0,-2280,-47936]	8 2 1
25344.n1	[0,0,0,-9480,355264]	8 2 1
25344.n2	[0,0,0,-570,5992]	8 2 1
25344.o1	[0,0,0,-840,6208]	8 2 1
25344.o2	[0,0,0,150,664]	8 2 1
25344.p1	[0,0,0,-210,776]	8 2 1
25344.p2	[0,0,0,600,5312]	8 2 1
25344.q1	[0,0,0,-3144,-67840]	8 2 1
25344.q2	[0,0,0,-174,-1312]	8 2 1
25344.r1	[0,0,0,-984,-11648]	8 2 1
25344.r2	[0,0,0,6,-560]	8 2 1
25344.s1	[0,0,0,-984,11648]	8 2 1
25344.s2	[0,0,0,6,560]	8 2 1
25344.t1	[0,0,0,-3144,67840]	8 2 1
25344.t2	[0,0,0,-174,1312]	8 2 1
25344.u1	[0,0,0,-31458,-2145800]	8 2 1
25344.u2	[0,0,0,-24168,-3166400]	8 2 1
25344.v1	[0,0,0,-235218,-43909040]	8 2 1
25344.v2	[0,0,0,-235128,-43944320]	8 2 1
25344.w1	[0,0,0,-235218,43909040]	8 2 1
25344.w2	[0,0,0,-235128,43944320]	8 2 1
25344.x1	[0,0,0,-31458,2145800]	8 2 1
25344.x2	[0,0,0,-24168,3166400]	8 2 1
26136.a1	[0,0,0,-75867,8052550]	3 3 2
26136.b1	[0,0,0,33,-110]	3 3 2
26136.c1	[0,0,0,3993,146410]	3 3 2
26136.d1	[0,0,0,-627,-6050]	3 3 2
26136.e1	[0,0,0,-1452,-26620]	3 3 2
26136.f1	[0,0,0,2541,-7986]	3 3 2
26136.g1	[0,0,0,-55539,-5037714]	3 3 2
26136.h1	[0,0,0,-6720219,6705197334]	3 3 2
26136.i1	[0,0,0,-66,209]	3 3 2
26136.j1	[0,0,0,-7986,-278179]	3 3 2
26136.k1	[0,0,0,-363,45254]	3 3 2
26136.l1	[0,0,0,-559020,-160875308]	3 3 2
26136.m1	[0,0,0,-5031180,4343633316]	3 3 2
26136.n1	[0,0,0,-1976535,-1069700742]	3 3 2
26136.o1	[0,0,0,-7260,-686796]	3 3 2
26136.p1	[0,0,0,-65340,18543492]	3 3 2
26136.q1	[0,0,0,-219615,39618546]	3 3 2
26136.r1	[0,0,0,-1815,-29766]	3 3 2
26136.s1	[0,0,0,-16335,803682]	3 3 2
26136.t1	[0,0,0,-41580,-3263436]	3 3 2
26136.u1	[0,0,0,-4620,120868]	3 3 2
26136.v1	[0,0,0,-3267,-1221858]	3 3 2
26136.w1	[0,0,0,-594,-5643]	3 3 2
26136.x1	[0,0,0,-71874,7510833]	3 3 2
26136.y1	[0,0,0,22869,215622]	3 3 2
26136.z1	[0,0,0,-6171,186582]	3 3 2
26136.ba1	[0,0,0,-746691,-248340642]	3 3 2
26136.bb1	[0,0,0,-682803,-217418850]	3 3 2
26136.bc1	[0,0,0,297,2970]	3 3 2
26136.bd1	[0,0,0,35937,-3953070]	3 3 2
26136.be1	[0,0,0,-5643,163350]	3 3 2
26136.bf1	[0,0,0,-13068,718740]	3 3 2
28512.a1	[0,0,0,-2907,-61470]	5 4 1
28512.b1	[0,0,0,-2907,61470]	5 4 1
28512.c1	[0,0,0,-9,36]	5 4 1
28512.d1	[0,0,0,-1006344,388695024]	5 4 1
28512.e1	[0,0,0,-1006344,-388695024]	5 4 1
28512.f1	[0,0,0,-9,-36]	5 4 1
28512.g1	[0,0,0,24,-80]	5 4 1
28512.h1	[0,0,0,-147096,21714480]	5 4 1
28512.i1	[0,0,0,24,80]	5 4 1
28512.j1	[0,0,0,-147096,-21714480]	5 4 1
28512.k1	[0,0,0,-828,9216]	5 4 1
28512.l1	[0,0,0,72,144]	5 4 1
28512.m1	[0,0,0,-993,-12124]	5 4 1
28512.n1	[0,0,0,-993,12124]	5 4 1
28512.o1	[0,0,0,-828,-9216]	5 4 1
28512.p1	[0,0,0,72,-144]	5 4 1
28512.q1	[0,0,0,-7452,-248832]	5 4 1
28512.r1	[0,0,0,648,-3888]	5 4 1
28512.s1	[0,0,0,-8937,-327348]	5 4 1
28512.t1	[0,0,0,-8937,327348]	5 4 1
28512.u1	[0,0,0,-7452,248832]	5 4 1
28512.v1	[0,0,0,648,3888]	5 4 1
28512.w1	[0,0,0,-16344,-804240]	5 4 1
28512.x1	[0,0,0,216,2160]	5 4 1
28512.y1	[0,0,0,-16344,804240]	5 4 1
28512.z1	[0,0,0,216,-2160]	5 4 1
28512.ba1	[0,0,0,-81,-972]	5 4 1
28512.bb1	[0,0,0,-111816,-14396112]	5 4 1
28512.bc1	[0,0,0,-111816,14396112]	5 4 1
28512.bd1	[0,0,0,-81,972]	5 4 1
28512.be1	[0,0,0,-26163,1659690]	5 4 1
28512.bf1	[0,0,0,-26163,-1659690]	5 4 1
29403.a1	[0,0,1,0,-2995]	0 5 2
29403.a2	[0,0,1,0,80858]	0 5 2
29403.b1	[0,0,1,0,-223]	0 5 2
29403.b2	[0,0,1,0,8]	0 5 2
29403.c1	[0,0,1,0,-7351]	0 5 2
29403.c2	[0,0,1,0,272]	0 5 2
29403.d1	[0,0,1,0,-91]	0 5 2
29403.d2	[0,0,1,0,2450]	0 5 2
29403.e1	[0,0,1,0,-889441]	0 5 2
29403.e2	[0,0,1,0,32942]	0 5 2
29403.f1	[0,0,1,0,-25]	0 5 2
29403.f2	[0,0,1,0,668]	0 5 2
29403.g1	[0,0,1,0,-3261283]	0 5 2
29403.g2	[0,0,1,0,120788]	0 5 2
29403.h1	[0,0,1,0,-362365]	0 5 2
29403.h2	[0,0,1,0,9783848]	0 5 2
29403.i1	[0,0,1,0,-26953]	0 5 2
29403.i2	[0,0,1,0,998]	0 5 2
29403.j1	[0,0,1,0,-10981]	0 5 2
29403.j2	[0,0,1,0,296480]	0 5 2
30976.a1	[0,1,0,-1613,21547]	8 0 2
30976.a2	[0,1,0,-403,-2895]	8 0 2
30976.b1	[0,0,0,-2662,0]	8 0 2
30976.b2	[0,0,0,10648,0]	8 0 2
30976.c1	[0,0,0,-242,0]	8 0 2
30976.c2	[0,0,0,968,0]	8 0 2
30976.d1	[0,0,0,-22,0]	8 0 2
30976.d2	[0,0,0,88,0]	8 0 2
30976.e1	[0,0,0,-88,0]	8 0 2
30976.e2	[0,0,0,22,0]	8 0 2
30976.f1	[0,0,0,-968,0]	8 0 2
30976.f2	[0,0,0,242,0]	8 0 2
30976.g1	[0,0,0,-10648,0]	8 0 2
30976.g2	[0,0,0,2662,0]	8 0 2
30976.h1	[0,-1,0,-1613,-21547]	8 0 2
30976.h2	[0,-1,0,-403,2895]	8 0 2
31104.a1	[0,0,0,-324,1296]	7 5 0
31104.b1	[0,0,0,-9,-6]	7 5 0
31104.c1	[0,0,0,-9,6]	7 5 0
31104.d1	[0,0,0,-324,-1296]	7 5 0
31104.e1	[0,0,0,-36,-48]	7 5 0
31104.f1	[0,0,0,-81,162]	7 5 0
31104.g1	[0,0,0,-81,-162]	7 5 0
31104.h1	[0,0,0,-36,48]	7 5 0
34848.a1	[0,0,0,-35937,0]	5 2 2
34848.a2	[0,0,0,143748,0]	5 2 2
34848.b1	[0,0,0,-297,0]	5 2 2
34848.b2	[0,0,0,1188,0]	5 2 2
34848.c1	[0,0,0,-1452,0]	5 2 2
34848.c2	[0,0,0,363,0]	5 2 2
34848.d1	[0,0,0,49236,17502496]	5 2 2
34848.e1	[0,0,0,5957556,23295822176]	5 2 2
34848.f1	[0,0,0,49236,-17502496]	5 2 2
34848.g1	[0,0,0,5957556,-23295822176]	5 2 2
34848.h1	[0,0,0,-9801,-287496]	5 2 2
34848.h2	[0,0,0,22869,-1796850]	5 2 2
34848.i1	[0,0,0,-35211,-2542210]	5 2 2
34848.i2	[0,0,0,-18876,979616]	5 2 2
34848.i3	[0,0,0,-2541,-26620]	5 2 2
34848.i4	[0,0,0,8349,-194326]	5 2 2
34848.j1	[0,0,0,-341545611,2429523906370]	5 2 2
34848.j2	[0,0,0,-22670076,32988228064]	5 2 2
34848.j3	[0,0,0,-21346941,37960040140]	5 2 2
34848.j4	[0,0,0,-20029251,42850514806]	5 2 2
34848.k1	[0,0,0,2904,-466576]	5 2 2
34848.l1	[0,0,0,351384,-621012656]	5 2 2
34848.m1	[0,0,0,-396,0]	5 2 2
34848.m2	[0,0,0,99,0]	5 2 2
34848.n1	[0,0,0,-1447281,-670153176]	5 2 2
34848.n2	[0,0,0,-1414611,-701849610]	5 2 2
34848.o1	[0,0,0,-1447281,670153176]	5 2 2
34848.o2	[0,0,0,-1414611,701849610]	5 2 2
34848.p1	[0,0,0,-47916,0]	5 2 2
34848.p2	[0,0,0,11979,0]	5 2 2
34848.q1	[0,0,0,2904,466576]	5 2 2
34848.r1	[0,0,0,351384,621012656]	5 2 2
34848.s1	[0,0,0,-9801,287496]	5 2 2
34848.s2	[0,0,0,22869,1796850]	5 2 2
34848.t1	[0,0,0,-35211,2542210]	5 2 2
34848.t2	[0,0,0,-18876,-979616]	5 2 2
34848.t3	[0,0,0,-2541,26620]	5 2 2
34848.t4	[0,0,0,8349,194326]	5 2 2
34848.u1	[0,0,0,-341545611,-2429523906370]	5 2 2
34848.u2	[0,0,0,-22670076,-32988228064]	5 2 2
34848.u3	[0,0,0,-21346941,-37960040140]	5 2 2
34848.u4	[0,0,0,-20029251,-42850514806]	5 2 2
34848.v1	[0,0,0,-49368,-4237904]	5 2 2
34848.w1	[0,0,0,132,704]	5 2 2
34848.x1	[0,0,0,15972,937024]	5 2 2
34848.y1	[0,0,0,8712,-4024944]	5 2 2
34848.z1	[0,0,0,8712,4024944]	5 2 2
34848.ba1	[0,0,0,132,-704]	5 2 2
34848.bb1	[0,0,0,15972,-937024]	5 2 2
34848.bc1	[0,0,0,-49368,4237904]	5 2 2
34848.bd1	[0,0,0,-1155,-14762]	5 2 2
34848.bd2	[0,0,0,-165,484]	5 2 2
34848.be1	[0,0,0,-139755,-19648222]	5 2 2
34848.be2	[0,0,0,-19965,644204]	5 2 2
34848.bf1	[0,0,0,-107085,-13485692]	5 2 2
34848.bf2	[0,0,0,-96195,-16336694]	5 2 2
34848.bg1	[0,0,0,-7260,42592]	5 2 2
34848.bg2	[0,0,0,-5445,154396]	5 2 2
34848.bh1	[0,0,0,-65340,-1149984]	5 2 2
34848.bh2	[0,0,0,-49005,-4168692]	5 2 2
34848.bi1	[0,0,0,-107085,13485692]	5 2 2
34848.bi2	[0,0,0,-96195,16336694]	5 2 2
34848.bj1	[0,0,0,-7260,-42592]	5 2 2
34848.bj2	[0,0,0,-5445,-154396]	5 2 2
34848.bk1	[0,0,0,-65340,1149984]	5 2 2
34848.bk2	[0,0,0,-49005,4168692]	5 2 2
34848.bl1	[0,0,0,-1155,14762]	5 2 2
34848.bl2	[0,0,0,-165,-484]	5 2 2
34848.bm1	[0,0,0,-139755,19648222]	5 2 2
34848.bm2	[0,0,0,-19965,-644204]	5 2 2
34848.bn1	[0,0,0,-1452,-21472]	5 2 2
34848.bo1	[0,0,0,-175692,-28579232]	5 2 2
34848.bp1	[0,0,0,-1452,21472]	5 2 2
34848.bq1	[0,0,0,-175692,28579232]	5 2 2
34848.br1	[0,0,0,-1089,10648]	5 2 2
34848.br2	[0,0,0,2541,66550]	5 2 2
34848.bs1	[0,0,0,-264,2288]	5 2 2
34848.bt1	[0,0,0,-31944,3045328]	5 2 2
34848.bu1	[0,0,0,-140844,-19336768]	5 2 2
34848.bu2	[0,0,0,6171,-1224520]	5 2 2
34848.bv1	[0,0,0,-11979,-503118]	5 2 2
34848.bv2	[0,0,0,-11979,503118]	5 2 2
34848.bv3	[0,0,0,-1089,0]	5 2 2
34848.bv4	[0,0,0,4356,0]	5 2 2
34848.bw1	[0,0,0,-160809,24820488]	5 2 2
34848.bw2	[0,0,0,-157179,25994430]	5 2 2
34848.bx1	[0,0,0,-160809,-24820488]	5 2 2
34848.bx2	[0,0,0,-157179,-25994430]	5 2 2
34848.by1	[0,0,0,-576444,-168451360]	5 2 2
34848.by2	[0,0,0,-157179,21559538]	5 2 2
34848.by3	[0,0,0,-37389,-2422420]	5 2 2
34848.by4	[0,0,0,60621,-12987898]	5 2 2
34848.bz1	[0,0,0,-576444,168451360]	5 2 2
34848.bz2	[0,0,0,-157179,-21559538]	5 2 2
34848.bz3	[0,0,0,-37389,2422420]	5 2 2
34848.bz4	[0,0,0,60621,12987898]	5 2 2
34848.ca1	[0,0,0,-140844,19336768]	5 2 2
34848.ca2	[0,0,0,6171,1224520]	5 2 2
34848.cb1	[0,0,0,-264,-2288]	5 2 2
34848.cc1	[0,0,0,-31944,-3045328]	5 2 2
34848.cd1	[0,0,0,-1089,-10648]	5 2 2
34848.cd2	[0,0,0,2541,-66550]	5 2 2
34848.ce1	[0,0,0,2904,-362032]	5 2 2
34848.cf1	[0,0,0,2904,362032]	5 2 2
34848.cg1	[0,0,0,-11253,452540]	5 2 2
34848.cg2	[0,0,0,-363,1291070]	5 2 2
34848.ch1	[0,0,0,-3993,0]	5 2 2
34848.ch2	[0,0,0,15972,0]	5 2 2
34848.ci1	[0,0,0,-33,0]	5 2 2
34848.ci2	[0,0,0,132,0]	5 2 2
34848.cj1	[0,0,0,-13068,0]	5 2 2
34848.cj2	[0,0,0,3267,0]	5 2 2
34848.ck1	[0,0,0,-11253,-452540]	5 2 2
34848.ck2	[0,0,0,-363,-1291070]	5 2 2
38016.a1	[0,0,0,-9,14]	7 3 1
38016.b1	[0,0,0,-324,-3024]	7 3 1
38016.c1	[0,0,0,-9,-14]	7 3 1
38016.d1	[0,0,0,-324,3024]	7 3 1
38016.e1	[0,0,0,24,-96]	7 3 1
38016.f1	[0,0,0,54,324]	7 3 1
38016.g1	[0,0,0,24,96]	7 3 1
38016.h1	[0,0,0,54,-324]	7 3 1
